2156757,9,0.05
2156782,81,0.09
2156807,9,0.07
2156809,243,0.06
2156839,3,0.09
2156848,81,0.07
2156879,9,0.09
2156906,9,0.08
2156933,81,0.05
2156939,9,0.09
2156965,3,0.07
2156988,27,0.05
2156992,27,0.1
2156998,9,0.05
2157008,27,0.08
2157024,81,0.06
2157059,81,0.08
2157135,3,0.1
2157184,3,0.06
2157192,243,0.07
2157208,27,0.08
2157213,81,0.1
2157247,243,0.08
2157290,3,0.07
2157305,27,0.08
2157356,81,0.05
2157418,27,0.09
2157428,9,0.09
2157489,243,0.1
2157495,243,0.06
2157508,9,0.07
2157519,27,0.1
2157524,3,0.06
2157526,9,0.06
2157600,243,0.06
2157602,9,0.08
2157630,81,0.06
2157650,243,0.06
2157676,243,0.06
2157725,3,0.06
2157759,27,0.06
2157776,27,0.05
2157788,9,0.07
2157841,243,0.08
2157901,243,0.07
2157905,27,0.08
2157928,3,0.1
2157948,27,0.09
2157949,243,0.07
2157953,9,0.09
2157964,243,0.05
2157979,243,0.05
2157986,9,0.08
2158027,81,0.05
2158047,27,0.1
2158059,243,0.09
2158067,243,0.08
2158076,9,0.07
2158190,243,0.06
2158208,81,0.05
2158221,9,0.05
2158237,27,0.06
2158238,81,0.06
2158278,3,0.1
2158336,27,0.06
2158352,243,0.1
2158410,81,0.09
2158433,27,0.1
2158460,9,0.05
2158534,243,0.1
2158543,27,0.07
2158548,3,0.08
2158566,3,0.06
2158641,81,0.07
2158750,9,0.05
2158770,3,0.09
2158781,9,0.05
2158815,9,0.1
2158850,27,0.08
2158868,243,0.1
2158882,81,0.06
2158923,3,0.06
2159018,3,0.1
2159033,3,0.07
2159073,81,0.07
2159129,27,0.05
2159132,9,0.06
2159257,243,0.1
2159290,9,0.06
2159320,3,0.09
2159370,243,0.1
2159377,81,0.05
2159447,27,0.09
2159449,243,0.1
2159486,9,0.09
2159499,9,0.1
2159674,81,0.06
2159700,9,0.08
2159713,81,0.1
2159728,27,0.08
2159751,9,0.1
2159783,27,0.09
2159823,243,0.09
2159834,81,0.06
2159842,3,0.09
2159852,9,0.05
2159864,243,0.1
2160105,81,0.05
2160161,81,0.1
2160275,81,0.05
2160289,3,0.09
2160553,3,0.07
2160572,243,0.05
2160685,27,0.07
2160771,9,0.1
2160779,27,0.06
2160809,9,0.05
2160839,27,0.08
2160857,81,0.08
2160901,3,0.08
2160910,81,0.1
2160919,81,0.08
2161017,3,0.07
2161064,243,0.07
2161177,81,0.06
2161250,243,0.06
2161283,81,0.06
2161393,27,0.08
2161400,243,0.07
2161407,81,0.07
2161409,3,0.07
2161463,243,0.07
2161515,243,0.05
2161532,81,0.1
2161536,3,0.08
2161569,27,0.06
2161623,243,0.06
2161648,9,0.1
2161731,243,0.1
2161831,81,0.06
2161864,81,0.06
2161949,81,0.06
2161974,243,0.09
2161984,27,0.05
2162064,81,0.07
2162070,243,0.09
2162073,9,0.07
2162103,81,0.05
2162142,27,0.08
2162160,9,0.06
2162241,243,0.07
2162268,3,0.05
2162283,243,0.06
2162333,81,0.09
2162355,9,0.05
2162377,3,0.09
2162435,27,0.06
2162486,81,0.08
2162543,9,0.1
2162635,3,0.09
2162673,9,0.1
2162721,243,0.08
2162904,9,0.05
2162907,9,0.1
2162994,27,0.05
2163052,81,0.1
2163101,9,0.08
2163121,9,0.08
2163201,27,0.05
2163223,3,0.06
2163226,81,0.07
2163301,9,0.1
2163326,9,0.1
2163351,9,0.08
2163434,9,0.08
2163444,27,0.05
2163457,3,0.09
2163489,27,0.05
2163554,9,0.08
2163597,3,0.08
2163605,27,0.08
2163610,27,0.06
2163612,9,0.09
2163634,243,0.07
2163636,81,0.06
2163644,27,0.07
2163666,3,0.08
2163706,9,0.08
2163708,9,0.1
2163798,243,0.1
2163808,3,0.05
2163829,81,0.08
2163856,9,0.06
2163875,9,0.05
2163894,3,0.07
2163896,3,0.06
2163926,27,0.05
2163940,81,0.06
2163957,3,0.05
2163982,81,0.1
2164021,9,0.09
2164031,243,0.09
2164035,3,0.07
2164066,3,0.1
2164105,9,0.07
2164117,243,0.05
2164123,3,0.09
2164157,81,0.06
2164165,27,0.09
2164169,81,0.08
2164190,9,0.07
2164213,81,0.06
2164227,243,0.07
2164232,243,0.1
2164262,9,0.06
2164327,3,0.06
2164332,3,0.05
2164379,27,0.05
2164488,9,0.1
2164522,243,0.07
2164598,3,0.1
2164604,81,0.07
2164654,81,0.09
2164688,81,0.08
2164726,81,0.06
2164739,9,0.07
2164772,9,0.07
2164790,243,0.06
2164791,27,0.05
2164834,9,0.07
2164874,9,0.06
2164884,243,0.06
2164930,81,0.08
2164951,27,0.09
2164995,243,0.08
2165002,27,0.06
2165066,243,0.08
2165095,3,0.06
2165181,27,0.05
2165188,27,0.05
2165198,9,0.06
2165271,3,0.07
2165352,243,0.1
2165356,9,0.07
2165357,243,0.07
2165371,27,0.05
2165440,243,0.06
2165450,243,0.05
2165469,3,0.06
2165478,81,0.08
2165516,9,0.08
2165531,9,0.09
2165554,9,0.08
2165574,243,0.09
2165589,243,0.08
2165615,9,0.06
2165710,9,0.09
2165718,9,0.07
2165722,243,0.09
2165742,9,0.1
2165744,3,0.1
2165797,243,0.08
2165801,9,0.07
2165811,243,0.06
2165867,3,0.08
2165871,9,0.06
2165874,81,0.08
2165892,9,0.09
2165894,243,0.09
2165942,243,0.08
2165983,3,0.08
2166071,3,0.09
2166119,81,0.07
2166152,243,0.1
2166200,243,0.07
2166206,27,0.09
2166209,9,0.06
2166218,9,0.09
2166223,243,0.1
2166231,27,0.09
2166291,9,0.05
2166322,81,0.06
2166332,243,0.08
2166336,3,0.1
2166339,3,0.09
2166352,27,0.06
2166371,243,0.06
2166393,243,0.1
2166515,9,0.09
2166534,9,0.09
2166547,27,0.08
2166579,81,0.05
2166590,81,0.05
2166594,27,0.06
2166605,81,0.05
2166620,81,0.1
2166632,81,0.05
2166709,3,0.05
2166766,81,0.09
2166769,243,0.08
2166773,9,0.06
2166774,9,0.06
2166860,9,0.07
2166874,27,0.05
2166915,27,0.05
2166920,27,0.08
2166932,81,0.07
2166940,243,0.08
2166962,3,0.06
2166970,3,0.08
2166973,81,0.08
2167000,27,0.1
2167039,243,0.08
2167056,3,0.05
2167058,9,0.07
2167062,81,0.05
2167098,27,0.08
2167128,3,0.07
2167151,9,0.05
2167183,9,0.09
2167198,243,0.07
2167260,243,0.05
2167272,3,0.06
2167334,27,0.09
2167351,243,0.07
2167385,81,0.07
2167392,27,0.1
2167437,81,0.06
2167439,27,0.07
2167444,9,0.05
2167447,27,0.06
2167468,81,0.09
2167501,3,0.06
2167548,243,0.06
2167555,9,0.09
2167587,9,0.1
2167600,3,0.05
2167648,243,0.05
2167663,3,0.06
2167693,9,0.07
2167696,81,0.05
2167728,81,0.06
2167743,9,0.07
2167774,3,0.06
2167783,243,0.07
2167841,81,0.07
2167890,81,0.07
2167920,9,0.1
2167997,243,0.07
2168184,27,0.09
2168263,243,0.08
2168321,243,0.06
2168333,27,0.07
2168387,243,0.05
2168417,243,0.09
2168420,81,0.09
2168461,27,0.05
2168508,27,0.1
2168638,3,0.09
2168649,27,0.06
